Time_s,Pageouts_per_sec,Swapouts_per_sec
1.01,0,0
2.01,0,0
3.01,0,0
4.02,0,0
5.02,0,0
6.02,0,0
7.02,0,0
8.03,0,0
9.03,0,0
10.03,0,0
11.04,0,0
12.04,0,0
13.05,0,0
14.05,0,0
15.06,51,0
16.06,0,0
17.06,0,0
18.07,0,0
19.07,0,0
20.08,0,0
22.08,0,0
23.09,0,0
24.09,1,0
25.09,0,0
26.1,0,0
27.1,3,0
28.1,0,0
29.1,2,0
30.1,0,0
31.1,1,0
32.1,12,0
33.11,0,0
34.11,0,0
35.11,0,0
