Time_s,Pageouts_per_sec,Swapouts_per_sec
1.01,0,0
2.01,0,0
3.02,0,0
4.02,0,0
5.02,0,0
6.03,0,0
7.03,0,0
8.04,0,0
9.04,0,0
10.04,0,0
11.05,0,0
12.05,0,0
13.06,0,0
14.06,0,0
15.07,0,0
16.07,37,0
17.08,2,0
18.08,0,0
19.09,0,0
20.09,0,0
22.1,0,0
23.1,4,0
24.11,27,0
25.11,1,0
26.11,1,0
27.11,0,0
28.12,0,0
29.12,0,0
30.13,1,0
31.13,4,0
32.14,9,0
33.14,11,0
34.15,0,0
35.15,0,0
