Time_s,Pageouts_per_sec,Swapouts_per_sec
1.01,0,0
2.02,0,0
3.02,0,0
4.02,0,0
5.03,0,0
6.03,0,0
7.03,0,0
8.03,0,0
9.03,0,0
10.04,0,0
11.04,94,0
12.05,0,0
13.05,0,0
14.06,0,0
15.06,0,0
16.06,0,0
17.06,1,0
18.07,3,0
19.07,8,0
20.07,3,0
22.08,0,0
23.08,20,0
24.09,0,0
25.09,0,0
26.1,0,0
27.1,0,0
28.11,4,0
29.11,0,0
30.12,3,0
31.12,0,0
32.12,23,0
33.12,3,0
34.12,0,0
35.13,0,0
36.13,1,0
37.13,9,0
38.14,0,0
39.14,1,0
40.14,2,0
41.14,0,0
