Time_s,Pageouts_per_sec,Swapouts_per_sec
1.0,0,0
2.01,0,0
3.01,0,0
4.02,0,0
5.02,0,0
6.03,0,0
7.03,0,0
8.03,0,0
9.04,0,0
10.04,27,0
11.05,0,0
12.05,0,0
13.06,0,0
14.06,0,0
15.07,26,0
16.07,2,0
17.07,22,0
18.07,2,0
19.07,0,0
20.08,6,0
22.09,0,0
23.09,38,0
24.1,1,0
25.1,0,0
26.11,0,0
27.11,0,0
28.11,1,0
29.12,0,0
30.12,0,0
31.12,20,0
32.13,64,0
33.13,10,0
34.14,9,0
35.14,37,0
36.14,0,0
37.15,0,0
38.15,12,0
39.15,0,0
40.16,9,0
